date,economy_avg_sent,fed_avg_sent,finance_avg_sent,inflation_avg_sent,interest rate_avg_sent,tech regulation_avg_sent,trade war_avg_sent,trump_avg_sent
3/25/2025,0.090485714,0.147475,0.14296,0,-0.41055,0,0,-0.192721818
3/26/2025,-0.179106667,0.31095,0.193816667,-0.32985,-0.7506,0,-0.3101,-0.071389655
3/27/2025,0.001764286,0.2745,-0.170071429,-0.45485,0,-0.02815,-0.53312,-0.188768421
3/29/2025,-0.1148,0.6369,0.008942857,0.363333333,0.1779,0,-0.5267,-0.032402703
3/30/2025,-0.266675,0.2023,0,0,-0.4247,0,-0.31694,0.114792308
3/31/2025,-0.301407143,-0.53832,-0.0632,-0.34,-0.3182,0,0.065425,-0.076496078
4/1/2025,-0.02623125,0.044633333,0.10384,0,0.2383,0,-0.1497,-0.174969231
4/2/2025,0.048903846,-0.45625,0.055725,0.24975,0,0,0,-0.043580556
4/3/2025,-0.081765116,0,-0.46666,0.28,0.5413,-0.7003,0.058028571,-0.1105
4/5/2025,-0.209511111,0.435666667,-0.0317,0,0,0,0.0389,-0.016068182
4/6/2025,-0.204986667,0.041633333,0.2732,0,-0.4404,0,0.094125,-0.261778571
4/7/2025,0.042431034,0.198375,0.4859,-0.36982,0.775,0.5345,-0.438425,-0.099176744
4/8/2025,-0.128841935,0.29295,0.24706,-0.182866667,0,0.3182,0.1702,0.011535
4/9/2025,-0.22826,0.4588,0.054366667,0.6705,-0.48945,-0.2732,-0.082333333,-0.179267925
4/10/2025,-0.177732432,0.09255,-0.03575,-0.04606,0.55505,0,-0.288583333,-0.133907273
4/12/2025,-0.139013333,-0.8316,0.36062,-0.2651,-0.802,0,-0.26415,-0.181704348
4/13/2025,0.006346154,0,-0.23835,0,0,-0.1531,-0.05895,-0.038570588
4/14/2025,-0.1904875,-0.10462,-0.1069,-0.296,0.872,0,-0.240283333,-0.06873
4/15/2025,-0.293586667,0,0.1858,-0.3818,-0.4767,0.2202,-0.054671429,-0.112457143
4/16/2025,-0.270814286,-0.046,0.08943,0.4215,0.2023,0.128,-0.0232,-0.158651923
4/17/2025,-0.130444,0.5109,0.188766667,0.1097,-0.2743,-0.5267,0.28855,-0.165217391
4/19/2025,-0.263577778,0.78525,0.03478,-0.25,-0.5994,0,-0.7697,-0.231873684
4/20/2025,-0.2261,0.272533333,0,0,-0.8225,0,0.1366,-0.2402
4/21/2025,-0.078646154,-0.6486,0.005866667,0.7906,0,0,0.05705,0.114260714
4/22/2025,-0.164071429,-0.14296,-0.1305,-0.36845,-0.7269,0,0.141883333,-0.07405625
4/23/2025,0.017596,-0.3818,0.16455,0,-0.0085,0.5493,0.022225,-0.192994737
4/24/2025,-0.216571429,0.0498,0.39969,0.2235,-0.21075,0,-0.216461538,-0.194378261
4/26/2025,-0.165318182,-0.6705,-0.207583333,0,0,0,-0.4934,-0.139226667
4/27/2025,0.188766667,0,0.0634,-0.5994,0,0,-0.19512,-0.348911111
4/28/2025,0.0088375,0.350333333,0.3097,0.743,0,0,-0.055666667,-0.118910526
4/29/2025,0.016764516,-0.024,0.28285,-0.2911,-0.5759,0,-0.077175,-0.054617778
4/30/2025,0.01817,-0.3263,-0.0318,-0.2764,0.578366667,0,-0.097833333,-0.03534
5/1/2025,-0.06885,-0.020025,-0.292983333,0.0258,0,0,-0.07705,-0.118233333
5/3/2025,0.0286,-0.34,0.4215,0,0,0,0.03845,-0.031840909
5/4/2025,-0.0913,-0.116,-0.7703,0,0,0,0,0.060170588
5/5/2025,0.024461111,0.3112,0.0716875,0,0,0.4215,0.46402,-0.022758333
5/6/2025,0.055628,-0.45625,-0.01334,-0.2732,0.6007,0,-0.210816667,-0.126504
5/7/2025,-0.150180769,0.367433333,-0.75605,-0.4588,0,0.4588,0.164671429,-0.072115217
5/8/2025,0.156447619,-0.17925,0.1103,0.07655,0.21915,-0.765,-0.08335,-0.07472807
5/10/2025,0.200771429,0.1276,0.525825,0.4019,-0.398,0,-0.099466667,-0.128404762
5/11/2025,0.25128,-0.7351,-0.6249,0,0.5423,-0.1027,0,0.132654545
5/12/2025,0.028890476,-0.680825,0.258133333,0.2588,-0.1453,0.39185,0.1796,0.179605263
5/13/2025,0.018075,0.1998,-0.004092308,0.206616667,0.24415,-0.6908,-0.166616667,-0.099176744
5/14/2025,-0.05023125,-0.46445,0.2997,0.2263,-0.1096,0,-0.05905,0.121534043
5/15/2025,-0.039211765,0.3561,0.121516667,-0.2144,-0.10235,-0.4588,0.048288889,-0.15014127
5/17/2025,-0.062084615,-0.1113,0.1942,0,0.0772,0,0.20272,-0.307622727
5/18/2025,0.13196,0,-0.081966667,0,0.765,-0.3612,-0.21824,-0.140871429
5/19/2025,-0.064985,-0.29295,-0.01972,0.486266667,0,-0.0772,-0.162733333,-0.072184211
5/20/2025,-0.271364706,0.22425,0.05246,-0.071466667,0,0,-0.295266667,0.0022
5/21/2025,0.06515,-0.231033333,-0.124366667,0.14985,0,0.1779,-0.31165,-0.055776
5/22/2025,-0.34958,0.200233333,0.018,-0.0792,-0.8591,0.5859,-0.305142857,-0.146785
5/24/2025,-0.3046,0.07655,-0.2386,0,0,0,-0.1998,-0.375227273
5/25/2025,0.10638,0.310475,0.2913,0,0.5644,0,-0.35015,-0.118525
5/26/2025,-0.084228571,0.6124,-0.10595,-0.6298,0,0.8126,-0.079516667,-0.069828571
5/27/2025,-0.1435,0.10855,-0.152357143,0.24375,-0.5471,0,-0.2967,-0.154722857
5/28/2025,-0.255776923,-0.195425,-0.315725,0.5859,0.5023,0,0.0038,-0.131612903
5/29/2025,-0.358835714,-0.49235,0.13411,0.5267,-0.3612,0,0.012366667,-0.164913953
5/31/2025,0.04376,-0.42115,-0.0704,0,-0.094333333,0.0389,0,-0.17135
6/1/2025,0.0673,-0.1779,-0.193,0,0.3167,0,-0.0141,0.14893125
6/2/2025,-0.268784615,0.201433333,0.0394,0,0.7096,0,0.12284,-0.186946875
6/3/2025,-0.199075,0.183866667,-0.54205,0.4678,0,0,-0.2294,-0.196451923
6/4/2025,-0.04391875,0.3895,-0.064,0.28595,0.4767,0,-0.2237,-0.107288571
6/5/2025,-0.198386667,-0.464066667,-0.5509,0.1531,-0.3027,-0.1531,-0.506275,-0.213670769
6/6/2025,-0.11175625,-0.238616667,-0.02574,0.088666667,0.031233333,-0.5267,0.105575,-0.153117308
6/8/2025,-0.0708,0.4019,-0.7579,0.5991,0,0,0.1121,-0.096469444
6/9/2025,0.300209091,-0.190566667,-0.6705,-0.2372,-0.2732,0,0.023,-0.16528
6/10/2025,-0.346433333,-0.3753,0.10434,-0.13975,-0.7546,0.4019,-0.00278,-0.160452727
6/11/2025,-0.089375,0,0.17715,0.3612,0,0,0.151766667,-0.072128571
6/12/2025,-0.058457143,0.28595,-0.12765,0,0.24695,0,-0.184,-0.088087273
6/13/2025,-0.115088889,-0.239,-0.150375,-0.4853,0.20135,-0.3804,-0.7409,-0.131664474
6/15/2025,-0.058033333,0,-0.07285,0.267,0,0,0.4183,-0.1226
6/16/2025,0.093533333,-0.9337,-0.374625,-0.631,-0.07,-0.6486,-0.1991,-0.115718519
6/17/2025,0.091826316,-0.0682,-0.23354,0,0,0,-0.433425,-0.148952174
6/18/2025,-0.195358824,0.229442857,-0.09046,0.58985,0,0,-0.615828571,-0.156657407
6/19/2025,-0.18688,0.3755,-0.322066667,-0.4047,0.1205,-0.3182,-0.655425,-0.131141667
6/20/2025,-0.071566667,-0.49235,0.54806,0.26158,0,0,-0.271183333,-0.123655814
6/22/2025,-0.03982,0,-0.2796,0,0,0,-0.07095,-0.342443182
6/23/2025,0.167508333,-0.084016667,0.176725,0.5423,0,0.0516,0.7223,-0.3139525
6/24/2025,0.05312,0.410866667,0.2604,0.10705,-0.6597,0,-0.4716,-0.165333871
6/25/2025,0.1252375,0.175675,0.007588889,0.088466667,0,0.1531,-0.131116667,0.030677049
6/26/2025,0.066666667,0.23755,0.031233333,-0.0258,0,-0.9001,-0.066166667,-0.007792105
6/27/2025,-0.084311765,-0.065442857,-0.187683333,0.070866667,0.4767,0,0.008133333,-0.154668182
6/29/2025,-0.125125,0,-0.4215,0.4029,0,0,0,-0.08335625
6/30/2025,-0.168505263,-0.11785,0.19095,-0.1531,-0.01755,0.3612,-0.322425,-0.157135484
7/1/2025,0.166214286,0.127266667,-0.033366667,0.25675,-0.397575,-0.1715,0.221066667,0.120390476
7/2/2025,-0.111083333,0.5816,-0.12398,0,0.631,0,0.00965,-0.199036364
7/3/2025,-0.021369565,0.41355,0.561042857,0.6127,0.121933333,0,0.1591,-0.054436585
7/4/2025,0.149527273,0.08992,0.431,-0.1863,0.296,0,0.41695,-0.1417
7/6/2025,0.26195,0,-0.163933333,0,0,-0.56465,-0.8403,0.03206
7/7/2025,-0.1153125,0.66785,0.137125,-0.5994,-0.9124,0,-0.194975,-0.066396154
7/8/2025,0.054885714,0,-0.12778,0.1848,0,-0.4404,-0.12398,-0.137754545
7/9/2025,0.094222222,-0.40158,-0.371725,-0.25,0.3462,0,-0.197671429,-0.077757895
7/10/2025,-0.118971429,0.5267,0.243533333,0.145466667,0,0.8822,-0.39415,-0.049097436
7/11/2025,-0.21236,0.0897,-0.39745,-0.4854,0.2732,0,-0.32062,-0.064858824
7/13/2025,-0.12135,-0.7338,-0.06635,-0.05665,0,0,0.6038,-0.234972727
7/14/2025,-0.079866667,-0.058133333,-0.18295,-0.3818,0,0.130633333,-0.7085,-0.265181818
7/15/2025,-0.020529412,-0.5049,0.213116667,-0.4404,0,0.8122,-0.376666667,-0.159332558
7/16/2025,0.227492308,-0.263033333,0.003266667,0.4989,0,0,0.1226,-0.162432353
7/17/2025,0.04492,-0.444885714,-0.119066667,0.6997,-0.3182,0.4019,0,-0.086268421
7/18/2025,-0.335435714,0.320125,0.36165,-0.0209,0.2023,0,-0.155483333,0.013502632
7/20/2025,-0.323583333,0.41845,0,0,-0.6486,0,-0.68065,-0.091707692
7/21/2025,0.142914286,0,-0.09705,0,0,0,-0.219975,-0.221725714
7/22/2025,0.0481,-0.5648,-0.213075,0.32985,0.0386,0,-0.42115,-0.088860526
7/23/2025,-0.010214286,0.11768,0.015075,0.4019,0,0,0.08255,-0.057112
7/24/2025,-0.02375625,0.1524,-0.14595,0.5562,0.176966667,-0.9076,0.161116667,-0.090279592
7/25/2025,0.172145455,-0.029275,-0.207214286,-0.34,0,0,0.347366667,-0.086374194
7/27/2025,0.1044,0,0.24912,0.0258,0.3715,0,-0.19855,-0.263566667
7/28/2025,-0.054253333,-0.29075,-0.296,-0.2295,0,0,-0.35996,0.1335
7/29/2025,0.0381,-0.31355,-0.614833333,0.7579,0,0,-0.11385,-0.086454286
7/30/2025,-0.047157143,-0.29855,0.33804,0.4649,-0.514166667,0,-0.054075,0.054411905
7/31/2025,-0.086036842,0.26576,0.0105,0,0.55545,0.8807,-0.0398,-0.01005
8/1/2025,-0.333240909,-0.077816667,0.03122,-0.3182,-0.3182,0,-0.043433333,-0.064917143
8/3/2025,-0.145883333,0.2382,-0.1909,0,0,0,0,-0.099494444
8/4/2025,-0.105466667,-0.135725,0.13124,-0.5346,0.266166667,0.6808,-0.035166667,-0.117251613
8/5/2025,-0.0699,0.2023,0.02865,0.6808,0.0679,0,-0.0843,-0.048055882
8/6/2025,-0.278115385,0.60175,-0.3376,0.3818,0,0,0.04326,-0.058231429
8/7/2025,-0.06019,0.0546,0.051033333,-0.280466667,-0.18808,0,0.3544,-0.09145
8/8/2025,-0.159028571,-0.071925,0.0144,0.6369,0.1655,0,-0.1221,-0.117655556
8/10/2025,-0.154322222,-0.27295,0.485633333,-0.0291,0,0,-0.282833333,-0.119923529
8/11/2025,-0.316478571,0.342366667,-0.195866667,0.6705,0.37265,0,-0.3182,-0.212089474
8/12/2025,-0.329072727,0.0096,0.189466667,-0.219425,0,-0.20095,-0.3093,-0.119777778
8/13/2025,0.128163636,-0.271783333,0.137733333,0,-0.7579,0,0.081575,-0.105689474
8/14/2025,0.17445,0.2147,0.125388889,-0.236033333,0,0,0.213366667,0.002593939
8/15/2025,-0.201827273,-0.7778,-0.310625,0,-0.109066667,0,0.099675,-0.087964865
8/17/2025,-0.012866667,0.8779,0.478466667,0.1347,0,0,0.13085,0.101641667
